Domain_Presence,sp_id,NEON_Species,Source_Species,Range_Source,Very_Limited_Range
D20,meccur1,Mecyclothorax curtimutinus,,Liebherr 2011,
D20,meccur2,Mecyclothorax curtipes,,Liebherr 2007,
D20,meccym1,Mecyclothorax cymindoides,,Liebherr 2007,
D20,meccym2,Mecyclothorax cymindicus,,Britton 1948,
D20,mecdap,Mecyclothorax daptinus,,Britton 1948,
D20,mecdeb1,Mecyclothorax debiliceps,,Liebherr 2007,
D20,mecdeb2,Mecyclothorax debilis,,Liebherr 2007,
D20,mecden,Mecyclothorax dentatus,,Liebherr 2009,
D20,mecdev,Mecyclothorax deverilli,,Britton 1948,
D20,mecdis,Mecyclothorax discedens,,Britton 1948,
D20,mecduc,Mecyclothorax ducalis,,Britton 1948,
D20,mecdun,Mecyclothorax dunbarorum,,Liebherr 2007,
D20,meceur,Mecyclothorax euryoides,,Liebherr 2009,
D20,mecewi,Mecyclothorax ewingi,,Liebherr 2007,
D20,mecexc,Mecyclothorax excavatus,,Liebherr 2011,
D20,mecexi1,Mecyclothorax exilioides,,Liebherr 2011,
D20,mecexi2,Mecyclothorax exilis,,Liebherr 2007,
D20,mecfer,Mecyclothorax ferovipennis,,Liebherr 2011,
D20,mecfil1,Mecyclothorax filitarsis,,Liebherr 2011,
D20,mecfil2,Mecyclothorax filipes,,Liebherr 2009b,
D20,mecfla1,Mecyclothorax flavomarginatus,,Liebherr 2009,
D20,mecfla2,Mecyclothorax flavipes,,Liebherr 2009b,
D20,mecfla3,Mecyclothorax flavolateralis,,Liebherr 2007,
D20,mecgem,Mecyclothorax geminatus,,Liebherr 2011,
D20,mecgif,Mecyclothorax giffardi,,Liebherr 2005,
D20,mecglo,Mecyclothorax globosus,,Britton 1948,
D20,mecgra1,Mecyclothorax gracilis,,Britton 1948,
D20,mecgra2,Mecyclothorax granulatus,,Liebherr 2007,
D20,mechal,Mecyclothorax haleakalae,,Britton 1948,
D20,mecimp1,Mecyclothorax improcerus,,Liebherr 2011,
D20,mecimp2,Mecyclothorax impunctatus,,Liebherr 2007,
D20,mecinc,Mecyclothorax incompositus,,Liebherr 2007,
D20,mecine,Mecyclothorax inaequalis,,Britton 1948,
D20,mecins,Mecyclothorax insolitus,,Britton 1948,
D20,mecint1,Mecyclothorax interruptus,,Britton 1948,
D20,mecint2,Mecyclothorax interruptus integer,Mecyclothorax interruptus var. integer,Britton 1948,
D20,mecinv,Mecyclothorax invictus,,Liebherr 2009,
D20,mecirr,Mecyclothorax irregularis,,Britton 1948,
D20,mecite,Mecyclothorax iteratus,,Britton 1948,
D20,mecjon,Mecyclothorax joni,,Liebherr 2007,
D20,meckah,Mecyclothorax kahalawaiae,,Liebherr 2011,
D20,meckar,Mecyclothorax karschi,,Britton 1948,
D20,meckon,Mecyclothorax konanus,,Britton 1948,
D20,meclae,Mecyclothorax laetus,,Liebherr 2005,
D20,meclah,Mecyclothorax lahainae,,Liebherr 2011,
D20,meclat1,Mecyclothorax latissimus,,Liebherr 2007,
D20,meclat2,Mecyclothorax latus,,Liebherr 2007,
D20,meclem,Mecyclothorax lemur,,Liebherr 2009,
D20,meclis1,Mecyclothorax lisae,,Liebherr 2007,
D20,meclis2,Mecyclothorax lissopterus,,Liebherr 2007,
D20,meclob,Mecyclothorax lobatus,,Liebherr 2009,
D20,meclon,Mecyclothorax longulus,,Britton 1948,
D20,meclyr,Mecyclothorax lyratus,,Liebherr 2011,
D20,mecmac,Mecyclothorax macrops,,Britton 1948,
D20,mecmic1,Mecyclothorax micans,,Britton 1948,
D20,mecmic2,Mecyclothorax microps,,Liebherr 2007,
D20,mecmin1,Mecyclothorax minimops,,Liebherr 2011,
D20,mecmin2,Mecyclothorax minor,,Britton 1948,
D20,mecmol1,Mecyclothorax molokaiae,,Liebherr 2007,
D20,mecmol2,Mecyclothorax molops,,Britton 1948,
D20,mecmon,Mecyclothorax montivagus,,Britton 1948,
D20,mecmul,Mecyclothorax multipunctatus,,Britton 1948,
D20,mecmun1,Mecyclothorax mundanus,,Liebherr 2009b,
D20,mecmun2,Mecyclothorax munroi,,Britton 1948,
D20,mecnio,Mecyclothorax niobe,,Liebherr 2009,
D20,mecnub,Mecyclothorax nubicola,,Britton 1948,
D20,mecoah,Mecyclothorax oahuensis,,Liebherr 2009,
D20,mecobs1,Mecyclothorax obscurus,,Liebherr 2007,
D20,mecobs2,Mecyclothorax obscuricolor,,Britton 1948,
D20,mecobs3,Mecyclothorax obscuricornis,,Britton 1948,
D20,mecocc,Mecyclothorax occultus,,Liebherr 2007,
D20,mecocu,Mecyclothorax oculatus,,Liebherr 2007,
D20,mecopp,Mecyclothorax oppenheimeri,,Liebherr 2011,
D20,mecova,Mecyclothorax ovatulus,,Liebherr 2009,
D20,mecovi,Mecyclothorax ovipennis,,Liebherr 2005,
D20,mecpal1,Mecyclothorax palustris,,Liebherr 2007,
D20,mecpal2,Mecyclothorax palikea,,Liebherr and  Krushelnycky 2011,
D20,mecpal3,Mecyclothorax pallidus,,Liebherr 2011,
D20,mecpar1,Mecyclothorax paradoxus,,Britton 1948,
D20,mecpar2,Mecyclothorax parvus,,Britton 1948,
D20,mecpel1,Mecyclothorax pelops,,Liebherr 2009,
D20,mecpel2,Mecyclothorax pele,,Britton 1948,
D20,mecper1,Mecyclothorax perkinsi,,Liebherr 2007,
D20,mecper2,Mecyclothorax perkinsianus,,Britton 1948,
D20,mecper3,Mecyclothorax perpolitus,,Britton 1948,
D20,mecper4,Mecyclothorax perstriatus,,Liebherr 2005,
D20,mecpla1,Mecyclothorax platops,,Liebherr 2011,
D20,mecpla2,Mecyclothorax platysminus,,Liebherr 2007,
D20,mecpol,Mecyclothorax polhemusi,,Liebherr 2007,
D20,mecpro,Mecyclothorax proximus,,Britton 1948,
D20,mecpun,Mecyclothorax punctatostriatus,,Liebherr 2007,
D20,mecpus,Mecyclothorax pusillus,,Britton 1948,
D20,mecqua,Mecyclothorax quadratus,,Britton 1948,
D20,mecram,Mecyclothorax ramsdalei,,Liebherr 2009,
D20,mecrob,Mecyclothorax robustus,,Britton 1948,
D20,mecrot1,Mecyclothorax rotundatus,,Liebherr 2007,
D20,mecrot2,Mecyclothorax rotundicollis,,Britton 1948,
D20,mecrus,Mecyclothorax rusticus,,Britton 1948,
D20,mecsab,Mecyclothorax sabulicola,,Britton 1948,
D20,mecsat,Mecyclothorax satyrus,,Liebherr 2009,
D20,mecsca1,Mecyclothorax scapulatus,,Liebherr 2011,
D20,mecsca2,Mecyclothorax scaritoides,,Britton 1948,
D20,mecsha,Mecyclothorax sharpi,,Liebherr 2011,
D20,mecsim,Mecyclothorax simiolus,,Liebherr 2009,
D20,mecsob,Mecyclothorax sobrinus,,Britton 1948,
D20,mecste,Mecyclothorax stenolophinus,,Liebherr 2007,
D20,mecsub1,Mecyclothorax subater,,Liebherr 2007,
D20,mecsub2,Mecyclothorax subconstrictus,,Britton 1948,
D20,mecsub3,Mecyclothorax subsinuatus,,Liebherr 2007,
D20,mecsub4,Mecyclothorax subunctus,,Britton 1948,
D20,mecsup,Mecyclothorax superstriatus,,Liebherr 2005,
D20,mectan,Mecyclothorax tantalus,,Liebherr 2009,
D20,mecter,Mecyclothorax terminalis,,Britton 1948,
D20,mectri,Mecyclothorax trisetifer,,Liebherr 2007,
D20,mecunc1,Mecyclothorax uncinus,,Liebherr 2009,
D20,mecunc2,Mecyclothorax unctus,,Britton 1948,
D20,mecust,Mecyclothorax ustulatus,,Liebherr 2011,
D20,mecvar,Mecyclothorax variipes,,Britton 1948,
D20,mecvic,Mecyclothorax vicinus,,Liebherr 2011,
D20,mecvit,Mecyclothorax vitreus,,Britton 1948,
D20,mecvul1,Mecyclothorax vulcanoides,,Liebherr 2011,
D20,mecvul2,Mecyclothorax vulcanus,,Britton 1948,
D20,metbuc,Metacolpodes buchanani,,Liebherr and Zimmerman 2000,
D20,notpur,Notiobia purpurascens,Anisotarsus purpuracens [sic],Zimmerman 1972,
D20,omucal2,Omus californicus californicus,Omus californicus,Swezey 1931,
D20,pastol,Pasimachus tolucanus ,,Swezey 1931,
D20,pernig,Perigona nigriceps,,Liebherr 2009b,
D20,plopal,Plochionus pallens,,Britton 1948b,
D20,plotim,Plochionus timidus,,Britton 1948b,
D20,scacri,Scaphinotus cristatus,Cychrus cristus [sic - cristatus],Swezey 1931,
D20,scaint,Scaphinotus interruptus,Cychrus interruptus,Swezey 1931,
D20,scastr,Scaphinotus striatopunctatus,Cychrus striatopunctatus,Swezey 1931,
D20,scasub2,Scarites subterraneus,,Swezey 1931,
D20,selstr,Selenophorus striatopunctatus,,Bousquet 2012,
D20,somuni,Somotrichus unifasciatus,Somatrichus [sic] unifasciatus,Zimmerman 1972,
D20,stelim,Stenolophus limbalis,,Britton 1948b,
D20,stequi,Stenolophus quinquepustulatus,,Beardsley 1981,
D20,tacarc,Tachys arcanicola,,Britton 1948b,
D20,tacato,Tachys atomus,,Britton 1948b,
D20,tacoah,Tachys oahuensis,,Britton 1948b,
D20,tefcar,Tefflus carinatus,,Pemberton 1954,
D20,tefmey,Tefflus meyerlei,Tefflus hacquardi [Tefflus meyerlei hacquardi?],Pemberton 1954,
D20,tefpur,Tefflus purpureipennis wituensis ,,Davis and Butler 1964,
D20,tefraf,Tefflus raffrayi jamesoni,Tefflus jamesoni,Davis and Butler 1964,
D20,teften,Tefflus tenuicollis,,Davis and Butler 1964,
D20,tefzan2,Tefflus zanzibaricus alluaudi,,Davis and Butler 1964,
D20,tetcar1,Tetracha carolina carolina,Tetracha carolina,Swezey 1931,
D20,treobt,Trechus obtusus,,Bousquet 2012,
D20,typswa,Typhlonesiotes swaluwenbergi ,,Britton 1948b,
D3,acucar,Acupalpus carus,,Bousquet 2012,
D3,acuhyd,Acupalpus hydropicus,,Bousquet 2012,
D3,acuind,Acupalpus indistinctus,,Bousquet 2012,
D3,acupar,Acupalpus partiarius,,Bousquet 2012,
D3,acupau,Acupalpus pauperculus,,Bousquet 2012,
D3,acutes,Acupalpus testaceus,,Bousquet 2012,
D3,agoaer,Agonum aeruginosum,,Bousquet 2012,
D3,agoalb,Agonum albicrus,,Bousquet 2012,
D3,agobas,Agonum basale,,Bousquet 2012,
D3,agocol,Agonum collare,,Bousquet 2012,
D3,agocon,Agonoleptus conjunctus,,Bousquet 2013,
D3,agocre1,Agonum crenistriatum,,Bousquet 2012,
D3,agocre2,Agonum crenulatum,,Bousquet 2012,
D3,agocup2,Agonum cupripenne,,Bousquet 2012,
D3,agodec2,Agonum decorum,,Bousquet 2012,
D3,agoelo,Agonum elongatulum,,Bousquet 2012,
D3,agoerr,Agonum errans,,Bousquet 2012,
D3,agoexc,Agonum excavatum,,Bousquet 2012,
D3,agoext1,Agonum extensicolle,,Bousquet 2012,
D3,agofer1,Agonum ferreum,,Bousquet 2012,
D3,agofid,Agonum fidele,,Bousquet 2012,
D3,agogal,Agonum galvestonicum,,Bousquet 2012,
D3,agomoe,Agonum moerens,,Bousquet 2012,
D3,agomut,Agonum mutatum,,Bousquet 2012,
D3,agonut,Agonum nutans,,Bousquet 2012,
D3,agooct,Agonum octopunctatum,,Bousquet 2012,
D3,agopal2,Agonum palustre,,Bousquet 2012,
D3,agopla,Agonum placidum,,Bousquet 2012,
D3,agopun,Agonum punctiforme,,Bousquet 2012,
D3,agoqua,Agonum quadrimaculatum,,Bousquet 2012,
D3,agorig,Agonum rigidulum,,Bousquet 2012,
D3,agorot1,Agonoleptus rotundatus,,Bousquet 2012,
D3,agorot2,Agonoleptus rotundicollis,,Bousquet 2012,
D3,agoruf,Agonum rufipes,,Bousquet 2012,
D3,agostr,Agonum striatopunctatum,,Bousquet 2012,
D3,agosul,Agonum sulcipenne,,Bousquet 2012,
D3,agoten,Agonum tenue,,Bousquet 2012,
D3,agotri,Agonum trigeminum,,Bousquet 2012,
D3,amaaen1,Amara aenea,,Bousquet 2012,
D3,amaang1,Amara angustata,,Bousquet 2012,
D3,amaavi,Amara avida,,Bousquet 2012,
D3,amabas,Amara basillaris,,Bousquet 2012,
D3,amacal,Amara californica californica,,Bousquet 2012,
D3,amacar,Amara carinata,,Bousquet 2012,
D3,amacha,Amara chalcea,,Bousquet 2012,
D3,amacon3,Amara convexa,,Bousquet 2012,
D3,amacra,Amara crassispina,,Bousquet 2012,
D3,amacup,Amara cupreolata,,Bousquet 2012,
D3,amaexa,Amara exarata,,Bousquet 2012,
D3,amafam,Amara familiaris,,Bousquet 2012,
D3,amahar2,Amara harpalina,,Bousquet 2012,
D3,amaimp,Amara impuncticollis,,Bousquet 2012,
D3,amalat,Amara latior,,Bousquet 2012,
D3,amalit,Amara littoralis,,Bousquet 2012,
D3,amamus,Amara musculis,,Bousquet 2012,
D3,amaobe,Amara obesa,,Bousquet 2012,
D3,amaoti,Amara otiosa,,Bousquet 2012,
D3,amapat,Amara patruelis,,Bousquet 2012,
D3,amapen,Amara pennsylvanica,,Bousquet 2012,
D3,amaque,Amara quenseli quenseli,,Bousquet 2012,
D3,amarub,Amara rubrica,,Bousquet 2012,
D3,amatur,Amara turbata,,Bousquet 2012,
D3,amavol,Amara volatilis,,Bousquet 2012,
D3,ambiri,Amblygnathus iripennis,,Bousquet 2012,
D3,ambmex,Amblygnathus mexicanus,,Bousquet 2012,
D3,ambsub,Amblygnathus subtinctus,,Bousquet 2012,
D3,amelin,Amerinus linearis,,Bousquet 2012,
D3,amewin,Amerizus wingatei,,Bousquet 2012,
D3,ampint,Amphasia interstitialis,,Bousquet 2012,
D3,ampser,Amphasia sericea,,Bousquet 2012,
D3,anamin,Anatrichis minuta,,Bousquet 2012,
D3,anaobl,Anatrichis oblonga,,Bousquet 2012,
D3,aniagr,Anisodactylus agricola,,Bousquet 2012,
D3,anicae,Anisodactylus caenus,,Bousquet 2012,
D3,anicar2,Anisodactylus carbonarius,,Bousquet 2012,
D3,anicha,Anillinus chandleri,,Bousquet 2012,TRUE
D3,anidis,Anisodactylus discoideus,,Bousquet 2012,
D3,anidoh,Anillinus dohrni,,Bousquet 2012,TRUE
D3,anidul,Anisodactylus dulcicollis,,Bousquet 2012,
D3,anifol,Anillinus folkertsi,,Bousquet 2012,TRUE
D3,anifur,Anisodactylus furvus,,Bousquet 2012,
D3,anihap,Anisodactylus haplomus,,Bousquet 2012,
D3,anihar1,Anisodactylus harpaloides,,Bousquet 2012,
D3,anihar2,Anisodactylus harrisii,,Bousquet 2012,
D3,anikov,Anillinus kovariki,,Bousquet 2012,TRUE
D3,anilae,Anisodactylus laetus,,Bousquet 2012,
D3,anilod,Anisodactylus lodingi,,Bousquet 2012,
D3,animel,Anisodactylus melanopus,,Bousquet 2012,
D3,animer2,Anisodactylus merula,,Bousquet 2012,
D3,aninig1,Anisodactylus nigerrimus,,Bousquet 2012,
D3,aniopa,Anisodactylus opaculus,,Bousquet 2012,
D3,aniovu,Anisodactylus ovularis,,Bousquet 2012,
D3,anirus,Anisodactylus rusticus,,Bousquet 2012,
D3,anisan,Anisodactylus sanctaecrucis,,Bousquet 2012,
D3,anitex,Anisodactylus texanus,,Bousquet 2012,
D3,aniver,Anisodactylus verticalis,,Bousquet 2012,
D3,apeang,Apenes angustata,,Bousquet 2012,
D3,apeluc,Apenes lucidula lucidula,,Bousquet 2012,
D3,apeopa,Apenes opaca,,Bousquet 2012,
D3,apesin,Apenes sinuata,,Bousquet 2012,
D3,aprlat1,Apristus latens,,Bousquet 2012,
D3,aprsub2,Apristus subsulcatus,,Bousquet 2012,
D3,ardobl,Ardistomis obliquata,,Bousquet 2012,
D3,ardsch,Ardistomis schaumii,,Bousquet 2012,
D3,aspsub,Aspidoglossa subangulata,,Bousquet 2012,
D3,athpun2,Athrostictus punctatulus  ,,Bousquet 2012,
D3,atrpub,Atranus pubescens,,Bousquet 2012,
D3,axibip,Axinopalpus biplagiatus,,Bousquet 2012,
D3,axifus,Axinopalpus fusciceps,,Bousquet 2012,
D3,badele,Badister elegans,,Bousquet 2012,
D3,badfla1,Badister flavipes flavipes,,Bousquet 2012,
D3,badmac,Badister maculatus,,Bousquet 2012,
D3,badmic,Badister micans,,Bousquet 2012,
D3,badneo,Badister neopulchellus,,Bousquet 2012,
D3,badnot,Badister notatus,,Bousquet 2012,
D3,badobt,Badister obtusus,,Bousquet 2012,
D3,badpar,Badister parviceps,,Bousquet 2012,
D3,badpul,Badister pulchellus,,Bousquet 2012,
D3,badref,Badister reflexus,,Bousquet 2012,
D3,bemaff,Bembidion affine,,Bousquet 2012,
D3,bemame,Bembidion americanum,,Bousquet 2012,
D3,bemant,Bembidion antiquum,,Bousquet 2012,
D3,bemare,Bembidion arenobile,,Bousquet 2012,
D3,bemche,Bembidion cheyennense,,Bousquet 2012,
D3,bemcon12,Bembidion constrictum,,Bousquet 2012,
D3,bemcon3,Bembidion contractum,,Bousquet 2012,
D3,bemcon6,Bembidion confusum,,Bousquet 2012,
D3,bemcor1,Bembidion cordatum,,Bousquet 2012,
D3,bemcox,Bembidion coxendix,,Bousquet 2012,
D3,bemhon,Bembidion honestum,,Bousquet 2012,
D3,bemimp1,Bembidion impotens,,Bousquet 2012,
D3,bemina,Bembidion inaequale,,Bousquet 2012,
D3,bemint1,Bembidion integrum,,Bousquet 2012,
D3,bemlac2,Bembidion lacunarium,,Bousquet 2012,
D3,bemlev1,Bembidion levigatum,,Bousquet 2012,
D3,bemluc,Bembidion luculentum,,Bousquet 2012,
D3,bemnig5,Bembidion nigrum,,Bousquet 2012,
D3,bempar1,Bembidion paraenulum,,Bousquet 2012,
D3,bempat,Bembidion patruele,,Bousquet 2012,
D3,bemped,Bembidion pedicellatum,,Bousquet 2012,
D3,bemper,Bembidion perspicuum,,Bousquet 2012,
D3,bempil,Bembidion pilatei,,Bousquet 2012,
D3,bempla2,Bembidion plagiatum,,Bousquet 2012,
D3,bempla5,Bembidion planum,,Bousquet 2012,
D3,bemqua4,Bembidion quadrimaculatum oppositum,,Bousquet 2012,
D3,bemrap,Bembidion rapidum,,Bousquet 2012,
D3,bemrot,Bembidion rothfelsi,,Bousquet 2012,
D3,bemruf2,Bembidion rufotinctum,,Bousquet 2012,
D3,bemrup,Bembidion rupicola,,Bousquet 2012,
D3,bemsem4,Bembidion semistriatum,,Bousquet 2012,
D3,bemtex,Bembidion texanum,,Bousquet 2012,
D3,bemvar,Bembidion variegatum,,Bousquet 2012,
D3,bemver1,Bembidion versicolor,,Bousquet 2012,
D3,bemvir,Bembidion viridicolle,,Bousquet 2012,
D3,braadu,Brachinus adustipennis,,Bousquet 2012,
D3,braaeg,Brachinus aeger,,Bousquet 2012,
D3,braalt,Brachinus alternans,,Bousquet 2012,
D3,braame,Brachinus americanus,,Bousquet 2012,
D3,braatr,Bradycellus atrimedeus,,Bousquet 2012,
D3,brabad,Bradycellus badipennis,,Bousquet 2012,
D3,bracon1,Brachinus conformis,,Bousquet 2012,
D3,bracon3,Bradycellus congener,,Bousquet 2012,
D3,bracya1,Brachinus cyanipennis,,Bousquet 2012,
D3,brafes,Bradycellus festinans,,Bousquet 2012,
D3,braful,Brachinus fulminatus,,Bousquet 2012,
D3,brafum,Brachinus fumans,,Bousquet 2012,
D3,bragen,Brachinus geniculatus,,Bousquet 2012,
D3,braich,Brachinus ichabodopsis,,Bousquet 2012,TRUE
D3,brains,Bradycellus insulsus,,Bousquet 2012,
D3,brajan,Brachinus janthinipennis,,Bousquet 2012,
D3,brakav,Brachinus kavanaughi,,Bousquet 2012,
D3,bralug,Bradycellus lugubris,,Bousquet 2012,
D3,bramed,Brachinus medius,,Bousquet 2012,
D3,bramex,Brachinus mexicanus,,Bousquet 2012,
D3,bramob,Brachinus mobilis,,Bousquet 2012,
D3,braneb,Bradycellus nebulosus,,Bousquet 2012,
D3,braneg1,Brachinus neglectus,,Bousquet 2012,
D3,braneg2,Bradycellus neglectus,,Bousquet 2012,
D3,branig2,Bradycellus nigriceps,,Bousquet 2012,
D3,braovi,Brachinus ovipennis,,Bousquet 2012,
D3,braoxy,Brachinus oxygonus,,Bousquet 2012,
D3,braper,Brachinus perplexus,,Bousquet 2012,
D3,brapha,Brachinus phaeocerus,,Bousquet 2012,
D3,brapub,Brachinus puberulus,,Bousquet 2012,
D3,braqua,Brachinus quadripennis,,Bousquet 2012,
D3,brarug,Brachinus rugipennis,,Bousquet 2012,
D3,brarup,Bradycellus rupestris,,Bousquet 2012,
D3,brasub1,Brachinus sublaevis,,Bousquet 2012,
D3,bratan,Bradycellus tantillus,,Bousquet 2012,
D3,braten,Brachinus tenuicollis,,Bousquet 2012,
D3,bratex,Brachinus texanus,,Bousquet 2012,
D3,braver,Bradycellus veronianus,,Bousquet 2012,TRUE
D3,bravir1,Brachinus viridipennis,,Bousquet 2012,
D3,calcir,Calleida circumcincta,,Bousquet 2012,
D3,caldec,Calleida decora,,Bousquet 2012,
D3,calfri,Calosoma frigidum,,Bousquet 2012,
D3,calful,Calleida fulgida,,Bousquet 2012,
D3,calgre,Calathus gregarius,,Bousquet 2012,
D3,calmac,Calosoma macrum,,Bousquet 2012,
D3,calobr,Calleida obrieni,,Bousquet 2012,TRUE
D3,calopa,Calathus opaculus,,Bousquet 2012,
D3,calpla2,Calleida platynoides,,Bousquet 2012,
D3,calpun1,Calleida punctata,,Bousquet 2012,
D3,calpur,Calleida purpurea,,Bousquet 2012,
D3,calsal,Calybe sallei,,Bousquet 2012,
D3,calsay,Calosoma sayi,,Bousquet 2012,
D3,calscr,Calosoma scrutator,,Bousquet 2012,
D3,calspl,Calosoma splendidum,,Bousquet 2012,TRUE
D3,calvir,Calleida viridipennis,,Bousquet 2012,
D3,calwil2,Calosoma wilcoxi,,Bousquet 2012,
D3,carcan,Carabus cancellatus,,Bousquet 2012,
D3,carsyl,Carabus sylvosus,,Bousquet 2012,
D3,carvin,Carabus vinctus,,Bousquet 2012,
D3,chlaes,Chlaenius aestivus,,Bousquet 2012,
D3,chlamo,Chlaenius amoenus,,Bousquet 2012,
D3,chlaug,Chlaenius augustus,,Bousquet 2012,
D3,chlbre,Chlaenius brevilabris,,Bousquet 2012,
D3,chlcir,Chlaenius circumcinctus,,Bousquet 2012,
D3,chlcor,Chlaenius cordicollis,,Bousquet 2012,
D3,chlema,Chlaenius emarginatus,,Bousquet 2012,
D3,chlery,Chlaenius erythropus,,Bousquet 2012,
D3,chlflo,Chlaenius floridanus,,Bousquet 2012,
D3,chlfus,Chlaenius fuscicornis,,Bousquet 2012,
D3,chlimp,Chlaenius impunctifrons,,Bousquet 2012,
D3,chllat,Chlaenius laticollis,,Bousquet 2012,
D3,chllit,Chlaenius lithophilus,,Bousquet 2012,
D3,chlmax,Chlaenius maxillosus,,Bousquet 2012,
D3,chlneb,Chlaenius nebraskensis,,Bousquet 2012,
D3,chlnem,Chlaenius nemoralis,,Bousquet 2012,
D3,chlnig,Chlaenius niger,,Bousquet 2012,
D3,chloxy,Chlaenius oxygonus,,Bousquet 2012,
D3,chlpat,Chlaenius patruelis,,Bousquet 2012,
D3,chlpen2,Chlaenius pennsylvanicus pennsylvanicus,,Bousquet 2012,
D3,chlper,Chlaenius pertinax,,Bousquet 2012,
D3,chlpla,Chlaenius platyderus,,Bousquet 2012,
D3,chlpra,Chlaenius prasinus,,Bousquet 2012,
D3,chlpus,Chlaenius pusillus,,Bousquet 2012,
D3,chlser,Chlaenius sericeus,,Bousquet 2012,
D3,chlsol,Chlaenius solitarius,,Bousquet 2012,
D3,chltex,Chlaenius texanus,,Bousquet 2012,
D3,chltom,Chlaenius tomentosus,,Bousquet 2012,
D3,chltri1,Chlaenius tricolor tricolor,,Bousquet 2012,
D3,cicabd,Cicindela abdominalis,,Bousquet 2012,
D3,cicduo,Cicindela duodecimguttata,,Bousquet 2012,
D3,cicfor2,Cicindela formosa generosa,,Bousquet 2012,
D3,cichig,Cicindela highlandensis,,Bousquet 2012,
D3,cichir6,Cicindela hirticollis hirticollis,,Bousquet 2012,
D3,cichir8,Cicindela hirticollis shelfordi,,Bousquet 2012,
D3,cicnig1,Cicindela nigrior,,Bousquet 2012,
D3,cicobs4,Cicindela obsoleta vulturina,,Bousquet 2012,
D3,cicpat2,Cicindela patruela patruela,,Bousquet 2012,
D3,cicpun1,Cicindela punctulata punctulata,,Bousquet 2012,
D3,cicrep1,Cicindela repanda repanda,,Bousquet 2012,
D3,cicruf2,Cicindela rufiventris rufiventris,,Bousquet 2012,
D3,cicruf3,Cicindela rufiventris cumatilis,,Bousquet 2012,
D3,cicsca,Cicindela scabrosa,,Bousquet 2012,
D3,cicsch,Cicindela schauppii,,Bousquet 2012,
D3,cicscu6,Cicindela scutellaris unicolor,,Bousquet 2012,
D3,cicsex,Cicindela sexguttata,,Bousquet 2012,
D3,cictra6,Cicindela tranquebarica tranquebarica,,Bousquet 2012,
D3,cictri2,Cicindela trifasciata ascendens,,Bousquet 2012,
D3,cliacu,Clivina acuducta,,Bousquet 2012,
D3,cliame,Clivina americana,,Bousquet 2012,
D3,clicho,Clivina choatei,,Bousquet 2012,
D3,cliden,Clivina dentipes,,Bousquet 2012,
D3,cliimp,Clivina impressefrons,,Bousquet 2012,
D3,climor,Clivina morio,,Bousquet 2012,
D3,clipal,Clivina pallida,,Bousquet 2012,
D3,clipla,Clivina planicollis,,Bousquet 2012,
D3,clipun1,Clivina punctigera,,Bousquet 2012,
D3,clirub,Clivina rubicunda,,Bousquet 2012,
D3,cliruf,Clivina rufa,,Bousquet 2012,
D3,clives,Clivina vespertina,,Bousquet 2012,
D3,colcay,Colliuris caymanensis,,Bousquet 2012,
D3,collud,Colliuris ludoviciana,,Bousquet 2011,
D3,colpen,Colliuris pensylvanica,,Bousquet 2012,
D3,copaer,Coptodera aerata,,Bousquet 2012,
D3,copfes,Coptodera festiva,,Bousquet 2012,
D3,cradub,Cratacanthus dubius,,Bousquet 2012,
D3,cycala1,Cyclotrachelus alabamae,,Bousquet 2012,
D3,cycala2,Cyclotrachelus alabamensis,,Bousquet 2012,
D3,cycbla,Cyclotrachelus blatchleyi,,Bousquet 2012,
D3,cycbre,Cyclotrachelus brevoorti,,Bousquet 2012,
D3,cyccon1,Cyclotrachelus constrictus,,Bousquet 2012,
D3,cycdej,Cyclotrachelus dejeanellus,,Bousquet 2012,
D3,cyceng,Cyclotrachelus engelmani,,Bousquet 2012,
D3,cycfab,Cyclotrachelus faber,,Bousquet 2012,
D3,cycflo,Cyclotrachelus floridensis,,Bousquet 2012,TRUE
D3,cycfre,Cyclotrachelus freitagi,,Bousquet 2012,
D3,cycgig,Cyclotrachelus gigas,,Bousquet 2012,TRUE
D3,cycher1,Cyclotrachelus hernandensis,,Bousquet 2012,
D3,cyclae,Cyclotrachelus laevipennis,,Bousquet 2012,
D3,cyclev,Cyclotrachelus levifaber,,Bousquet 2012,TRUE
D3,cycmac,Cyclotrachelus macrovulum,,Bousquet 2012,
D3,cycnon,Cyclotrachelus nonnitens,,Bousquet 2012,
D3,cycovu,Cyclotrachelus ovulum,,Bousquet 2012,
D3,cycpar1,Cyclotrachelus parafaber,,Bousquet 2012,TRUE
D3,cycsal,Cyclotrachelus sallei,,Bousquet 2012,
D3,cycsex,Cyclotrachelus seximpressus,,Bousquet 2012,
D3,cycsig,Cyclotrachelus sigillatus,,Bousquet 2012,
