"taxonID","acceptedTaxonID","startUseDate","endUseDate","kingdom","phylum","class","order","family","subfamily","tribe","genus","subgenus","speciesGroup","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","taxonRank","vernacularName","nameAccordingTo","nameAccordingtoID","taxonomicStatus","protocolCategory"
"SCAB","SCAB",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurinae","Sciurini","Sciurus","Otosciurus","","aberti","","Sciurus aberti","Woodhouse","species","Aberts Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SCCN","SCCN",2012-05-01,"","Animalia","Chordata","Mammalia",,,,,"Sciurus",,"","canadensis","","Sciurus canadensis",,"species",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SCCA","SCCA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurinae","Sciurini","Sciurus","Sciurus","","carolinensis","","Sciurus carolinensis","Gmelin","species","Eastern Gray Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SCGR","SCGR",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurinae","Sciurini","Sciurus","Hesperosciurus","","griseus","","Sciurus griseus","Ord","species","Western Gray Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SCNI","SCNI",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurinae","Sciurini","Sciurus","Sciurus","","niger","","Sciurus niger","Linnaeus","species","Eastern Fox Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SCSP","SCSP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurinae","Sciurini","Sciurus",,"","sp.","","Sciurus sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SIAR","SIAR",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","","Sigmodon","Sigmodon","","arizonae","","Sigmodon arizonae","Mearns","species","Arizona Cotton Rat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"SIFU","SIFU",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","","Sigmodon","Sigmodon","","fulviventer","","Sigmodon fulviventer","J. A. Allen","species","Tawnybellied Cotton Rat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"SIHI","SIHI",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","","Sigmodon","Sigmodon","","hispidus","","Sigmodon hispidus","Say and Ord","species","Hispid Cotton Rat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"SIOC","SIOC",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","","Sigmodon","Sigmodon","","ochrognathus","","Sigmodon ochrognathus","Bailey","species","Yellownosed Cotton Rat","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"SISP","SISP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","","Sigmodon",,"","sp.","","Sigmodon sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"SOAR","SOAR",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Sorex","","arcticus","","Sorex arcticus","Kerr","species","Arctic Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOAZ","SOAZ",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","","","arizonae","","Sorex arizonae","Diersing and Hoffmeister","species","Arizona Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOBA","SOBA",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","bairdi","","Sorex bairdi","Merriam","species","Bairds Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOBE","SOBE",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","bendirii","","Sorex bendirii","Merriam","species","Marsh Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOCI","SOCI",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","cinereus","","Sorex cinereus","Kerr","species","Cinereus Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SODI","SODI",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","dispar","","Sorex dispar","Batchelder","species","Longtailed Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOFU","SOFU",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","fumeus","","Sorex fumeus","G. M. Miller","species","Smoky Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOHA","SOHA",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","haydeni","","Sorex haydeni","Baird","species","Prairie Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOHO","SOHO",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","hoyi","","Sorex hoyi","Baird","species","American Pygmy Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOLO","SOLO",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","longirostris","","Sorex longirostris","Bachman","species","Southeastern Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOLY","SOLY",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","lyelli","","Sorex lyelli","Merriam","species","Mt Lyell Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOME","SOME",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","","","merriami","","Sorex merriami","Dobson","species","Merriams Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOMO","SOMO",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","monticolus","","Sorex monticolus","Merriam","species","Dusky Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SONA","SONA",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","nanus","","Sorex nanus","Merriam","species","Dwarf Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOOR","SOOR",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","ornatus","","Sorex ornatus","Merriam","species","Ornate Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOPA","SOPA",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","palustris","","Sorex palustris","Richardson","species","American Water Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOPR","SOPR",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","preblei","","Sorex preblei","Jackson","species","Prebles Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOSP","SOSP",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex",,"","sp.","","Sorex sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOTR","SOTR",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","","","trowbridgii","","Sorex trowbridgii","Baird","species","Trowbridges Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOTU","SOTU",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Sorex","","tundrensis","","Sorex tundrensis","Merriam","species","Tundra Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOUG","SOUG",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","ugyunak","","Sorex ugyunak","Anderson and Rand","species","Barren Ground Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOVA","SOVA",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Otisorex","","vagrans","","Sorex vagrans","Baird","species","Vagrant Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SOYU","SOYU",2012-05-01,"","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Soricinae","Soricini","Sorex","Sorex","","yukonicus","","Sorex yukonicus","Dokuchaev","species","Alaska Tiny Shrew","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPAR","SPAR",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Spermophilus","","armatus","","Spermophilus armatus","Kennicott","species","Uinta Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPBE","SPBE",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Otospermophilus","","beecheyi","","Spermophilus beecheyi","Richardson","species","California Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPBD","SPBD",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Spermophilus","","beldingi","","Spermophilus beldingi","Merriam","species","Beldings Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPEL","SPEL",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Spermophilus","","elegans","","Spermophilus elegans","Kennicott","species","Wyoming Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPFR","SPFR",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Poliocitellus","","franklinii","","Spermophilus franklinii","Sabine","species","Franklins Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPLA","SPLA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Callospermophilus","","lateralis","","Spermophilus lateralis","Say","species","Goldenmantled Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPMO","SPMO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Spermophilus","","mollis","","Spermophilus mollis","Kennicott","species","Piute Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPPA","SPPA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","","","parryii","","Spermophilus parryii","Richardson","species","Arctic Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPRI","SPRI",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Spermophilus","","richardsonii","","Spermophilus richardsonii","Sabine","species","Richardsons Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPSA","SPSA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Callospermophilus","","saturatus","","Spermophilus saturatus","Rhoads","species","Cascade Goldenmantled Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SMSP","SMSP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus",,"","sp.","","Spermophilus sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPSP","SPSP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Ictidomys","","spilosoma","","Spermophilus spilosoma","Bennett","species","Spotted Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPTE","SPTE",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Xerospermophilus","","tereticaudus","","Spermophilus tereticaudus","Baird","species","Roundtailed Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPTR","SPTR",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Ictidomys","","tridecemlineatus","","Spermophilus tridecemlineatus","Mitchill","species","Thirteenlined Ground Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SPVA","SPVA",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Spermophilus","Otospermophilus","","variegatus","","Spermophilus variegatus","Erxleben","species","Rock Squirrel","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"SYAQ","SYAQ",2012-05-01,"","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","","","Sylvilagus","Tapeti","","aquaticus","","Sylvilagus aquaticus","Bachman","species","Swamp Rabbit","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SYAU","SYAU",2012-05-01,"","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","","","Sylvilagus","Sylvilagus","","audubonii","","Sylvilagus audubonii","Baird","species","Desert Cottontail","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SYBA","SYBA",2012-05-01,"","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","","","Sylvilagus","Microlagus","","bachmani","","Sylvilagus bachmani","Waterhouse","species","Brush Rabbit","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SYFL","SYFL",2012-05-01,"","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","","","Sylvilagus","Sylvilagus","","floridanus","","Sylvilagus floridanus","J. A. Allen","species","Eastern Cottontail","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SYNU","SYNU",2012-05-01,"","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","","","Sylvilagus","Sylvilagus","","nuttallii","","Sylvilagus nuttallii","Bachman","species","Mountain Cottontail","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SYOB","SYOB",2012-05-01,"","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","","","Sylvilagus","Sylvilagus","","obscurus","","Sylvilagus obscurus","Chapman et al.","species","Appalachian Cottontail","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SYPA","SYPA",2012-05-01,"","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","","","Sylvilagus","Tapeti","","palustris","","Sylvilagus palustris","Bachman","species","Marsh Rabbit","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SLSP","SLSP",2012-05-01,"","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","","","Sylvilagus",,"","sp.","","Sylvilagus sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SYTR","SYTR",2012-05-01,"","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","","","Sylvilagus","Sylvilagus","","transitionalis","","Sylvilagus transitionalis","Bangs","species","New England Cottontail","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","non-target"
"SYBO","SYBO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Synaptomys","Mictomys","","borealis","","Synaptomys borealis","Richardson","species","Northern Bog Lemming","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"SYCO","SYCO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Synaptomys","Synaptomys","","cooperi","","Synaptomys cooperi","Baird","species","Southern Bog Lemming","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"SYSP","SYSP",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicolinae","","Synaptomys",,"","sp.","","Synaptomys sp.",,"genus",,"Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","target"
"TAAM","TAAM",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias","Neotamias","","amoenus","","Tamias amoenus","J. A. Allen","species","Yellowpine Chipmunk","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TACI","TACI",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias","Neotamias","","cinereicollis","","Tamias cinereicollis","J. A. Allen","species","Graycollared Chipmunk","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TADO","TADO",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias","Neotamias","","dorsalis","","Tamias dorsalis","Baird","species","Cliff Chipmunk","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
"TAME","TAME",2012-05-01,"","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Xerinae","Marmotini","Tamias","Neotamias","","merriami","","Tamias merriami","J. A. Allen","species","Merriams Chipmunk","Don E. Wilson & DeeAnn M. Reeder (editors). 2005. Mammal Species of the World. A Taxonomic and Geographic Reference (3rd ed), Johns Hopkins University Press, 2,142 pp.","Wilson&Reeder2005","accepted","opportunistic"
