taxon_id, spp_id, source_id, scientific_name, common_name, order_name, family_name
bird,moutai2,ebird,Phyllergates cucullatus,Mountain Tailorbird,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,ruhtai2,ebird,Phyllergates heterolaemus,Rufous-headed Tailorbird,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,brbwar1,ebird,Tickellia hodgsoni,Broad-billed Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,mabwar2,ebird,Cettia canturians,Manchurian Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,pfbwar1,ebird,Cettia pallidipes,Pale-footed Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,jabwar,ebird,Cettia diphone,Japanese Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,phbwar1,ebird,Cettia seebohmi,Philippine Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,pabwar1,ebird,Cettia annae,Palau Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,shawar1,ebird,Cettia parens,Shade Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,odedi1,ebird,Cettia haddeni,Odedi,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,fibwar1,ebird,Cettia ruficapilla,Fiji Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,tabwar1,ebird,Cettia carolinae,Tanimbar Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,bfbwar1,ebird,Cettia fortipes,Brownish-flanked Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,subwar4,ebird,Cettia vulcania,Sunda Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,ccbwar1,ebird,Cettia major,Chestnut-crowned Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,abbwar1,ebird,Cettia flavolivacea,Aberrant Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,ybbwar1,ebird,Cettia acanthizoides,Yellowish-bellied Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,gysbuw1,ebird,Cettia brunnifrons,Gray-sided Bush-Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,cetwar1,ebird,Cettia cetti,Cetti's Warbler,Passeriformes,Cettiidae (Bush-Warblers and Allies)
bird,rfwwar1,ebird,Phylloscopus laetus,Red-faced Woodland-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,lauwow1,ebird,Phylloscopus laurae,Laura's Wood-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,yetwow1,ebird,Phylloscopus ruficapilla,Yellow-throated Wood-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,ugawow1,ebird,Phylloscopus budongoensis,Uganda Wood-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,brwwar1,ebird,Phylloscopus umbrovirens,Brown Woodland-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,bcwwar1,ebird,Phylloscopus herberti,Black-capped Woodland-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,wlwwar,ebird,Phylloscopus trochilus,Willow Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,comchi1,ebird,Phylloscopus collybita,Common Chiffchaff,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,caichi1,ebird,Phylloscopus canariensis,Canary Islands Chiffchaff,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,ibechi2,ebird,Phylloscopus ibericus,Iberian Chiffchaff,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,mouchi2,ebird,Phylloscopus sindianus,Mountain Chiffchaff,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,pllwar2,ebird,Phylloscopus neglectus,Plain Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,webwar1,ebird,Phylloscopus bonelli,Western Bonelli's Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,eabwar1,ebird,Phylloscopus orientalis,Eastern Bonelli's Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,woowar,ebird,Phylloscopus sibilatrix,Wood Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,duswar,ebird,Phylloscopus fuscatus,Dusky Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,smowar1,ebird,Phylloscopus fuligiventer,Smoky Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,tilwar1,ebird,Phylloscopus affinis,Tickell's Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,butwar1,ebird,Phylloscopus subaffinis,Buff-throated Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,subwar2,ebird,Phylloscopus griseolus,Sulphur-bellied Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,alplew1,ebird,Phylloscopus occisinensis,Alpine Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,yeswar1,ebird,Phylloscopus armandii,Yellow-streaked Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,radwar1,ebird,Phylloscopus schwarzi,Radde's Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,bubwar1,ebird,Phylloscopus pulcher,Buff-barred Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,astwar2,ebird,Phylloscopus maculipennis,Ashy-throated Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,palwar5,ebird,Phylloscopus proregulus,Pallas's Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,ganlew1,ebird,Phylloscopus kansuensis,Gansu Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,parwar1,ebird,Phylloscopus chloronotus,Pale-rumped Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,siclew1,ebird,Phylloscopus forresti,Sichuan Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,chilew1,ebird,Phylloscopus yunnanensis,Chinese Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,brlwar1,ebird,Phylloscopus subviridis,Brooks's Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,yebwar3,ebird,Phylloscopus inornatus,Yellow-browed Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,humwar1,ebird,Phylloscopus humei,Hume's Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,arcwar,ebird,Phylloscopus borealis,Arctic Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,grnwar1,ebird,Phylloscopus nitidus,Green Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,grewar1,ebird,Phylloscopus trochiloides,Greenish Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,pllwar1,ebird,Phylloscopus tenellipes,Pale-legged Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,salwar1,ebird,Phylloscopus borealoides,Sakhalin Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,lblwar1,ebird,Phylloscopus magnirostris,Large-billed Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,tylwar1,ebird,Phylloscopus tytleri,Tytler's Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,weclew1,ebird,Phylloscopus occipitalis,Western Crowned Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,eacwar1,ebird,Phylloscopus coronatus,Eastern Crowned Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,ijlwar1,ebird,Phylloscopus ijimae,Ijima's Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,blylew1,ebird,Phylloscopus reguloides,Blyth's Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,clalew1,ebird,Phylloscopus claudiae,Claudia's Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,harlew1,ebird,Phylloscopus goodsoni,Hartert's Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,halwar1,ebird,Phylloscopus hainanus,Hainan Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,emlwar1,ebird,Phylloscopus emeiensis,Emei Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,davlew1,ebird,Phylloscopus davisoni,Davison's Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,klolew1,ebird,Phylloscopus ogilviegranti,Kloss's Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,limlew1,ebird,Phylloscopus calciatilis,Limestone Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,yevwar1,ebird,Phylloscopus cantator,Yellow-vented Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,subwar3,ebird,Phylloscopus ricketti,Sulphur-breasted Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,letwar1,ebird,Phylloscopus cebuensis,Lemon-throated Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,mouwar2,ebird,Phylloscopus trivirgatus,Mountain Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,sulwar1,ebird,Phylloscopus sarasinorum,Sulawesi Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,tilwar2,ebird,Phylloscopus presbytes,Timor Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,islwar1,ebird,Phylloscopus poliocephalus,Island Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,phlwar1,ebird,Phylloscopus olivaceus,Philippine Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,sclwar1,ebird,Phylloscopus makirensis,San Cristobal Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,kullew1,ebird,Phylloscopus amoenus,Kulambangra Leaf-Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,gyhwar2,ebird,Phylloscopus xanthoschistos,Gray-hooded Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,goswar1,ebird,Seicercus burkii,Golden-spectacled Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,gycwar1,ebird,Seicercus tephrocephalus,Gray-crowned Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,pltwar1,ebird,Seicercus soror,Plain-tailed Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,marwar4,ebird,Seicercus omeiensis,Martens's Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,whiwar2,ebird,Seicercus whistleri,Whistler's Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,biawar1,ebird,Seicercus valentini,Bianchi's Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,whswar1,ebird,Seicercus affinis,White-spectacled Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,gycwar2,ebird,Seicercus poliogenys,Gray-cheeked Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,chcwar2,ebird,Seicercus castaniceps,Chestnut-crowned Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,yebwar2,ebird,Seicercus montis,Yellow-breasted Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,sunwar1,ebird,Seicercus grammiceps,Sunda Warbler,Passeriformes,Phylloscopidae (Leaf-Warblers)
bird,albwar1,ebird,Nesillas aldabrana,Aldabra Brush-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,anbwar1,ebird,Nesillas longicaudata,Anjouan Brush-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,madbrw1,ebird,Nesillas typica,Madagascar Brush-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,subbrw1,ebird,Nesillas lantzii,Subdesert Brush-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,gcbwar1,ebird,Nesillas brevicaudata,Grand Comoro Brush-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,mohbrw1,ebird,Nesillas mariae,Moheli Brush-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,paywar1,ebird,Calamonastides gracilirostris,Papyrus Yellow-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,thbwar1,ebird,Iduna aedon,Thick-billed Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,boowar1,ebird,Iduna caligata,Booted Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,sykwar2,ebird,Iduna rama,Sykes's Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,eaowar1,ebird,Iduna pallida,Eastern Olivaceous Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,weowar1,ebird,Iduna opaca,Western Olivaceous Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,afywar1,ebird,Iduna natalensis,African Yellow-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,moywar1,ebird,Iduna similis,Mountain Yellow-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,upcwar1,ebird,Hippolais languida,Upcher's Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,oltwar1,ebird,Hippolais olivetorum,Olive-tree Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,melwar1,ebird,Hippolais polyglotta,Melodious Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,ictwar1,ebird,Hippolais icterina,Icterine Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,mouwar1,ebird,Acrocephalus melanopogon,Moustached Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,aquwar1,ebird,Acrocephalus paludicola,Aquatic Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,sedwar1,ebird,Acrocephalus schoenobaenus,Sedge Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,strwar1,ebird,Acrocephalus sorghophilus,Streaked Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,bbrwar1,ebird,Acrocephalus bistrigiceps,Black-browed Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,manrew1,ebird,Acrocephalus tangorum,Manchurian Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,padwar1,ebird,Acrocephalus agricola,Paddyfield Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,blwwar1,ebird,Acrocephalus concinens,Blunt-winged Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,eurwar1,ebird,Acrocephalus scirpaceus,Eurasian Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,afrwar1,ebird,Acrocephalus baeticatus,African Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,blrwar1,ebird,Acrocephalus dumetorum,Blyth's Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,marwar3,ebird,Acrocephalus palustris,Marsh Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,grrwar1,ebird,Acrocephalus arundinaceus,Great Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,orrwar1,ebird,Acrocephalus orientalis,Oriental Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,clrwar1,ebird,Acrocephalus stentoreus,Clamorous Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,labrew1,ebird,Acrocephalus orinus,Large-billed Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,barwar2,ebird,Acrocephalus griseldis,Basra Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,aurwar1,ebird,Acrocephalus australis,Australian Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,nigrew1,ebird,Acrocephalus luscinius,Nightingale Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,carrew1,ebird,Acrocephalus syrinx,Caroline Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,narwar1,ebird,Acrocephalus rehsei,Nauru Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,miller,ebird,Acrocephalus familiaris,Millerbird,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,chiwar1,ebird,Acrocephalus aequinoctialis,Christmas Island Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,tarwar1,ebird,Acrocephalus caffer,Tahiti Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,turwar1,ebird,Acrocephalus atyphus,Tuamotu Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,rimrew1,ebird,Acrocephalus rimitarae,Rimitara Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,pirwar2,ebird,Acrocephalus vaughani,Pitcairn Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,hirwar1,ebird,Acrocephalus taiti,Henderson Island Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,marwar2,ebird,Acrocephalus mendanae,Marquesan Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,cirwar2,ebird,Acrocephalus kerearako,Cook Islands Reed-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,grswar2,ebird,Acrocephalus rufescens,Greater Swamp-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,cvswar1,ebird,Acrocephalus brevipennis,Cape Verde Swamp-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,leswar1,ebird,Acrocephalus gracilirostris,Lesser Swamp-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,maswar1,ebird,Acrocephalus newtoni,Madagascar Swamp-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,rodbrw1,ebird,Acrocephalus rodericanus,Rodrigues Brush-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,sebwar1,ebird,Acrocephalus sechellensis,Seychelles Brush-Warbler,Passeriformes,Acrocephalidae (Reed-Warblers and Allies)
bird,afbwar1,ebird,Bradypterus baboecala,Little Rush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,jrswar1,ebird,Bradypterus grandis,Dja River Swamp-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,wwswar1,ebird,Bradypterus carpalis,White-winged Swamp-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,grswar1,ebird,Bradypterus graueri,Grauer's Swamp-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,baswar1,ebird,Bradypterus alfredi,Bamboo Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,knswar1,ebird,Bradypterus sylvaticus,Knysna Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,camscw1,ebird,Bradypterus lopezi,Evergreen-forest Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,afswar1,ebird,Bradypterus barratti,Barratt's Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,banscw1,ebird,Bradypterus bangwaensis,Bangwa Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,cibwar1,ebird,Bradypterus cinnamomeus,Cinnamon Bracken-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,spbwar1,ebird,Bradypterus thoracicus,Spotted Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,lbbwar1,ebird,Bradypterus major,Long-billed Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,chbwar1,ebird,Bradypterus tacsanowskius,Chinese Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,rubwar1,ebird,Bradypterus mandelli,Russet Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,benbuw1,ebird,Bradypterus seebohmi,Benguet Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,javbuw1,ebird,Bradypterus montis,Javan Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,timbuw1,ebird,Bradypterus timoriensis,Timor Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,brbwar2,ebird,Bradypterus luteoventris,Brown Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,taibuw1,ebird,Bradypterus alishanensis,Taiwan Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,ceybuw1,ebird,Bradypterus palliseri,Ceylon Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,frbwar1,ebird,Bradypterus accentor,Friendly Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,ltbwar1,ebird,Bradypterus caudatus,Long-tailed Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,cbbwar1,ebird,Bradypterus castaneus,Chestnut-backed Bush-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,bretai1,ebird,Dromaeocercus brunneus,Brown Emu-tail,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,gryemt1,ebird,Dromaeocercus seebohmi,Gray Emu-tail,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,lanwar,ebird,Locustella lanceolata,Lanceolated Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,cogwar1,ebird,Locustella naevia,Common Grasshopper-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,pagwar1,ebird,Locustella certhiola,Pallas's Grasshopper-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,migwar,ebird,Locustella ochotensis,Middendorff's Grasshopper-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,plewar1,ebird,Locustella pleskei,Pleske's Grasshopper-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,eurwar2,ebird,Locustella fluviatilis,Eurasian River Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,savwar1,ebird,Locustella luscinioides,Savi's Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,grgwar1,ebird,Locustella fasciolata,Gray's Grasshopper-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,sakwar1,ebird,Locustella amnicola,Sakhalin Grasshopper-Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,margra1,ebird,Megalurus pryeri,Marsh Grassbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,tawgra1,ebird,Megalurus timoriensis,Tawny Grassbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,litgra1,ebird,Megalurus gramineus,Little Grassbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,strgra1,ebird,Megalurus palustris,Striated Grassbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,flrgra1,ebird,Megalurus albolimbatus,Fly River Grassbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,fernbi1,ebird,Megalurus punctatus,Fernbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,chifer1,ebird,Megalurus rufescens,Chatham Islands Fernbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,broson1,ebird,Cincloramphus cruralis,Brown Songlark,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,rufson1,ebird,Cincloramphus mathewsi,Rufous Songlark,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,spibir1,ebird,Eremiornis carteri,Spinifex-bird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,bubbus1,ebird,Buettikoferella bivittata,Buff-banded Bushbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,necgra1,ebird,Megalurulus mariei,New Caledonian Grassbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,bisthi1,ebird,Megalurulus grosvenori,Bismarck Thicketbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,bouthi1,ebird,Megalurulus llaneae,Bougainville Thicketbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,guathi1,ebird,Megalurulus whitneyi,Guadalcanal Thicketbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,rusthi1,ebird,Megalurulus rubiginosus,Rusty Thicketbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,lolwar1,ebird,Trichocichla rufa,Long-legged Warbler,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,brigra2,ebird,Chaetornis striata,Bristled Grassbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,brtgra2,ebird,Schoenicola platyurus,Broad-tailed Grassbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,fatgra1,ebird,Schoenicola brevirostris,Fan-tailed Grassbird,Passeriformes,Locustellidae (Grassbirds and Allies)
bird,bkcdon,ebird,Donacobius atricapilla,Black-capped Donacobius,Passeriformes,Donacobiidae (Donacobius)
bird,whtoxy1,ebird,Oxylabes madagascariensis,White-throated Oxylabes,Passeriformes,Bernieridae (Malagasy Warblers)
bird,lobber1,ebird,Bernieria madagascariensis,Long-billed Bernieria,Passeriformes,Bernieridae (Malagasy Warblers)
bird,crywar1,ebird,Cryptosylvicola randrianasoloi,Cryptic Warbler,Passeriformes,Bernieridae (Malagasy Warblers)
bird,wetjer2,ebird,Hartertula flavoviridis,Wedge-tailed Jery,Passeriformes,Bernieridae (Malagasy Warblers)
bird,thamno2,ebird,Thamnornis chloropetoides,Thamnornis,Passeriformes,Bernieridae (Malagasy Warblers)
bird,yeboxy1,ebird,Crossleyia xanthophrys,Yellow-browed Oxylabes,Passeriformes,Bernieridae (Malagasy Warblers)
bird,spetet1,ebird,Xanthomixis zosterops,Spectacled Tetraka,Passeriformes,Bernieridae (Malagasy Warblers)
bird,apptet1,ebird,Xanthomixis apperti,Appert's Tetraka,Passeriformes,Bernieridae (Malagasy Warblers)
bird,dustet1,ebird,Xanthomixis tenebrosa,Dusky Tetraka,Passeriformes,Bernieridae (Malagasy Warblers)
bird,gyctet1,ebird,Xanthomixis cinereiceps,Gray-crowned Tetraka,Passeriformes,Bernieridae (Malagasy Warblers)
bird,ranwar1,ebird,Randia pseudozosterops,Rand's Warbler,Passeriformes,Bernieridae (Malagasy Warblers)
bird,comjer1,ebird,Neomixis tenella,Common Jery,Passeriformes,Cisticolidae (Cisticolas and Allies)
bird,grejer1,ebird,Neomixis viridis,Green Jery,Passeriformes,Cisticolidae (Cisticolas and Allies)
bird,sttjer1,ebird,Neomixis striatigula,Stripe-throated Jery,Passeriformes,Cisticolidae (Cisticolas and Allies)
bird,blcapa2,ebird,Apalis pulchra,Black-collared Apalis,Passeriformes,Cisticolidae (Cisticolas and Allies)
bird,ruwapa1,ebird,Apalis ruwenzorii,Ruwenzori Apalis,Passeriformes,Cisticolidae (Cisticolas and Allies)
bird,batapa1,ebird,Apalis thoracica,Bar-throated Apalis,Passeriformes,Cisticolidae (Cisticolas and Allies)
