site,genus,sp,subsp,common_name,source
DSNY,Culiseta,inornata,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Culiseta,melanura,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Mansonia,dyari,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Mansonia,titillans,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Orthopidomyia,signifera,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Psorophora,ciliata,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Psorophora,columbiae,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Psorophora,howardii,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Uranotaenia,lowii,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Uranotaenia,sapphirina,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
DSNY,Wyeomyia,vanduzeei,,,http://www.mendeley.com/research/mosquito-information-website-mosquitoes-of-florida-florida-mosquito-database/
HARV; PLUM,Anopheles,crucians,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Anopheles , earlei,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Anopheles,punctipennis,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Anopheles,quadrimaculatus,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Anopheles ,walkeri,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Coquillettidia,perturbans,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Culex,pipiens,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Culex,restuans,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Culex,salinarius,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Culex,territans ,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Culiseta,impatiens,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Culiseta ,inornata,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Culiseta,melanura,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Culiseta ,minnesotae,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Culiseta ,morsitans,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus,abserratus,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus,atropalpus,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,aurifer,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus,canadensis,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,cantator ,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,communis,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus , decticus,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,diantaeus,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,dorsalis,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus,excrucians,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,fitchii,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,grossbecki,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus,hendersoni,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus , implicatus,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,intrudens,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus,japonicus japonicus,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,provocans,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus , punctor,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,sollicitans,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,sticticus,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,stimulans ,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus ,taeniorhynchus,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus,triseriatus,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Ochlerotatus,trivittatus,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Orthopodomyia , signifera,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Psorophora ,ciliata,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Psorophora , columbiae,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Psorophora,ferox,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Toxorhynchities ,rutilus septentrionalis,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Uranotaenia,sapphirina,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Wyeomyis ,smithii,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Aedes,cinereus ,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Aedes,vexans,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
HARV; PLUM,Anopheles,barberi,,,http://www.mendeley.com/library/showrecent/document/5540888524/#document-5540888524
